20
30, 125.766670,29.924999
125.778259,30.310413,100.000000
125.872345,30.299900,100.000000
125.961761,30.272938,100.000000
126.042557,30.230721,100.000000
126.111168,30.175110,100.000000
126.164604,30.108562,100.000000
126.200546,30.034000,100.000000
126.217461,29.954700,100.000000
126.214661,29.874134,100.000000
126.192307,29.795824,100.000000
126.151436,29.723181,100.000000
126.093849,29.659361,100.000000
126.022095,29.607136,100.000000
125.939278,29.568766,100.000000
125.849007,29.545912,100.000000
125.755180,29.539562,100.000000
125.661850,29.549988,100.000000
125.573044,29.576742,100.000000
125.492607,29.618668,100.000000
125.424034,29.673948,100.000000
125.370323,29.740191,100.000000
125.333824,29.814518,100.000000
125.316177,29.893700,100.000000
125.318199,29.974281,100.000000
125.339851,30.052742,100.000000
125.380226,30.125641,100.000000
125.437607,30.189777,100.000000
125.515167,30.235374,100.000000
125.592728,30.280975,100.000000
125.707024,30.197636,100.000000
30, 125.766670, 29.924999
125.789597,30.684467,300.000000
125.975754,30.663666,300.000000
126.152550,30.610332,300.000000
126.312088,30.526848,300.000000
126.447319,30.416943,300.000000
126.552330,30.285507,300.000000
126.622604,30.138359,300.000000
126.655228,29.981993,300.000000
126.492020,29.841822,300.000000
126.415779,29.727287,300.000000
126.523262,29.526197,300.000000
126.250038,29.531719,300.000000
126.268341,29.298130,300.000000
126.105560,29.222775,300.000000
125.928291,29.177904,300.000000
125.746506,29.246584,300.000000
125.560905,29.185907,300.000000
125.395439,29.254749,300.000000
125.228325,29.320782,300.000000
125.093254,29.429409,300.000000
125.143951,29.633753,300.000000
125.066109,29.745316,300.000000
124.879272,29.861799,300.000000
124.882500,30.020596,300.000000
125.244896,30.080917,300.000000
125.058113,30.291309,300.000000
125.116402,30.445927,300.000000
125.269501,30.536079,300.000000
125.422592,30.626228,300.000000
125.694382,30.255215,300.000000
36, 125.766670, 29.924999
125.793053,30.797810,500.000000
125.972054,30.780514,500.000000
126.144630,30.736988,500.000000
126.305405,30.668587,500.000000
126.449409,30.577446,500.000000
126.572212,30.466396,500.000000
126.670113,30.338886,500.000000
126.740196,30.198841,500.000000
126.780441,30.050568,500.000000
126.789780,29.898594,500.000000
126.706139,29.758764,500.000000
126.618378,29.635666,500.000000
126.635628,29.466297,500.000000
126.529114,29.344563,500.000000
126.399864,29.240417,500.000000
126.251778,29.156965,500.000000
126.089302,29.096685,500.000000
125.917267,29.061371,500.000000
125.740776,29.052063,500.000000
125.579514,29.130939,500.000000
125.395302,29.111803,500.000000
125.236549,29.179077,500.000000
125.093536,29.268869,500.000000
124.970558,29.378506,500.000000
124.945015,29.539679,500.000000
124.858765,29.661369,500.000000
124.755737,29.791361,500.000000
124.743065,29.943161,500.000000
124.844681,30.080826,500.000000
125.127312,30.137276,500.000000
124.889099,30.377666,500.000000
124.994629,30.500751,500.000000
125.134033,30.595905,500.000000
125.273445,30.691059,500.000000
125.438210,30.752369,500.000000
125.676979,30.431702,500.000000
45, 125.766670, 29.924999
125.796173,30.899799,1000.000000
125.956657,30.886711,1000.000000
126.113327,30.854706,1000.000000
126.263039,30.804428,1000.000000
126.402794,30.736889,1000.000000
126.529831,30.653439,1000.000000
126.641655,30.555748,1000.000000
126.736092,30.445755,1000.000000
126.811340,30.325649,1000.000000
126.865997,30.197796,1000.000000
126.899071,30.064709,1000.000000
126.910027,29.928999,1000.000000
126.898735,29.793306,1000.000000
126.865509,29.660265,1000.000000
126.811096,29.532448,1000.000000
126.736610,29.412312,1000.000000
126.643555,29.302164,1000.000000
126.533768,29.204111,1000.000000
126.409386,29.120020,1000.000000
126.272804,29.051493,1000.000000
126.126640,28.999830,1000.000000
125.973663,28.966009,1000.000000
125.816772,28.950674,1000.000000
125.658936,28.954111,1000.000000
125.503136,28.976259,1000.000000
125.352318,29.016695,1000.000000
125.209335,29.074656,1000.000000
125.076927,29.149042,1000.000000
124.957619,29.238438,1000.000000
124.853714,29.341145,1000.000000
124.767258,29.455200,1000.000000
124.739265,29.591398,1000.000000
124.653175,29.708441,1000.000000
124.627914,29.842754,1000.000000
124.624741,29.978762,1000.000000
124.643814,30.113819,1000.000000
124.684875,30.245289,1000.000000
124.747192,30.370594,1000.000000
124.829643,30.487267,1000.000000
124.930664,30.593002,1000.000000
125.202118,30.524261,1000.000000
125.180313,30.763508,1000.000000
125.324043,30.824875,1000.000000
125.476654,30.868568,1000.000000
125.635094,30.893711,1000.000000
45, 125.766670, 29.924999
125.798950,30.990437,1500.000000
125.974533,30.976116,1500.000000
126.145935,30.941097,1500.000000
126.309692,30.886093,1500.000000
126.462532,30.812210,1500.000000
126.601418,30.720928,1500.000000
126.723625,30.614079,1500.000000
126.826790,30.493790,1500.000000
126.908928,30.362457,1500.000000
126.968529,30.222672,1500.000000
127.004524,30.077187,1500.000000
127.016319,29.928848,1500.000000
127.003815,29.780552,1500.000000
126.967354,29.635172,1500.000000
126.907745,29.495518,1500.000000
126.826248,29.364271,1500.000000
126.724495,29.243948,1500.000000
126.604500,29.136847,1500.000000
126.468597,29.045004,1500.000000
126.319397,28.970163,1500.000000
126.159760,28.913744,1500.000000
